station;coords;wiki_link
Łupuszno;53.479167, 25.721056;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30542
Łopuszno;53.479167, 25.721056;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30542
Łosośna;53.656389, 23.807778;https://pl.wikipedia.org/wiki/Łosośna_(stacja_kolejowa)
Łowicz;52.105833, 19.954444;https://pl.wikipedia.org/wiki/Łowicz_Główny
Łowicz Przedmieście;52.0930530,19.9466922;https://pl.wikipedia.org/wiki/Łowicz_Przedmieście
Łoźnica;53.690278, 14.866389;https://pl.wikipedia.org/wiki/Łoźnica_(przystanek_kolejowy)
Łubowo;53.5865000,16.3919900;https://pl.wikipedia.org/wiki/Łubowo_(województwo_zachodniopomorskie)
Łuck;50.7450733,25.3200780;https://uk.wikipedia.org/wiki/Луцьк
Łukowiec;53.28311439390655, 17.720339642327442;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8859
Łuków;51.941667, 22.389167;https://pl.wikipedia.org/wiki/Łuków_(stacja_kolejowa)
Łuniniec;52.2452280,26.7977580;https://be.wikipedia.org/wiki/Лунінец
Łupków;49.2472345,22.0591310;https://pl.wikipedia.org/wiki/Łupków_(stacja_kolejowa)
Łyntupy;55.0413256,26.3108094;https://be.wikipedia.org/wiki/Лынтупы_(станцыя)
Łyntupy Wąskie;55.041528, 26.311472;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30255
Łódź Chojny;51.7264089,19.4841953;https://pl.wikipedia.org/wiki/Łódź_Chojny
Łódź Fabryczna;51.7699461,19.4700518;https://pl.wikipedia.org/wiki/Łódź_Fabryczna
Łódź Kaliska;51.7578220,19.4305417;https://pl.wikipedia.org/wiki/Łódź_Kaliska_(stacja_kolejowa)
Łódź Widzew;51.7631038,19.5438083;https://pl.wikipedia.org/wiki/Łódź_Widzew
Łęczyca;52.048889, 19.193611;https://pl.wikipedia.org/wiki/Łęczyca_(stacja_kolejowa)
Łęczyca Wąskotorowa; 52.058333, 19.192222;https://pl.wikipedia.org/wiki/Łęczyca_Wąskotorowa
Łęknica;51.538333, 14.739167;https://pl.wikipedia.org/wiki/Łęknica_(stacja_kolejowa)
Ścinawa;51.4165346,16.4259732;https://pl.wikipedia.org/wiki/Ścinawa
Ścinawa Mała;50.4218639,17.5456101;https://pl.wikipedia.org/wiki/Ścinawa_Mała
Ścinawka Średnia;50.526389, 16.505000;https://pl.wikipedia.org/wiki/Ścinawka_Średnia_(stacja_kolejowa)
Ścinawka Średnia Mały Dworzec;50.526944, 16.501944;https://pl.wikipedia.org/wiki/Ścinawka_Średnia_Dworzec_Mały
Ślesin;52.3708200,18.3059300;https://pl.wikipedia.org/wiki/Ślesin
Śliwno;52.413611, 16.377806;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=8321
Śliwno Bobolickie;53.915833, 16.556944;https://pl.wikipedia.org/wiki/Śliwno_Bobolickie
Śmigiel;52.0127440,16.5271118;https://pl.wikipedia.org/wiki/Śmigiel
Śniadowo;53.043611, 21.989444;https://pl.wikipedia.org/wiki/Śniadowo_(stacja_kolejowa)
Śniatyn;48.4523142,25.5518046;https://uk.wikipedia.org/wiki/Снятин
Śrem;52.0893322,17.0156809;https://pl.wikipedia.org/wiki/Śrem
Środa Wielkopolska Miasto;52.2218580,17.2795641;https://pl.wikipedia.org/wiki/Środa_Wielkopolska_Miasto
Środa Śląska;51.189444, 16.608056;https://pl.wikipedia.org/wiki/Środa_Śląska_(przystanek_kolejowy)
Środa Śląska Rynek;51.163833, 16.594250;https://www.atlaskolejowy.net/pl/dolnoslaskie/?id=baza&poz=1032
Świdnica;50.8424835,16.4870549;https://pl.wikipedia.org/wiki/Świdnica
Świdnica Kraszowice;50.8152616,16.4922024;
Świdnica Przedmieście;50.8350396,16.5039056;https://pl.wikipedia.org/wiki/Świdnica_Przedmieście
Świdwin;53.781389, 15.772500;https://pl.wikipedia.org/wiki/Świdwin_(stacja_kolejowa)
Świebodzice;50.8595730,16.3196056;https://pl.wikipedia.org/wiki/Świebodzice
Świebodzin;52.245278, 15.540833;https://pl.wikipedia.org/wiki/Świebodzin_(stacja_kolejowa)
Świecie nad Wisłą;53.6462482,18.7310575;https://pl.wikipedia.org/wiki/Zamek_w_Nowem_nad_Wisłą
Świeradów Zdrój;50.9093388,15.3332153;https://pl.wikipedia.org/wiki/Świeradów-Zdrój
Świerzawa;51.019722, 15.885556;https://pl.wikipedia.org/wiki/Świerzawa_(stacja_kolejowa)
Świetlino;54.003889, 16.370000;https://pl.wikipedia.org/wiki/Świelino_(stacja_kolejowa)
Świnoujście;53.904722, 14.266667;https://pl.wikipedia.org/wiki/Świnoujście_(stacja_kolejowa)
Święciany;55.163333, 25.993611;https://pl.wikipedia.org/wiki/Nowe_Święciany_(stacja_kolejowa)
Święta Wola;52.536778, 25.683667;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30616
Świętajno Wąskotorowe;54.001389, 22.317500;https://pl.wikipedia.org/wiki/Świętajno_Wąskotorowe
Świętno;52.0090209,16.0507342;https://pl.wikipedia.org/wiki/Świętno_(województwo_wielkopolskie)
Świętochłowice;50.288889, 18.918056;https://pl.wikipedia.org/wiki/Świętochłowice_(przystanek_kolejowy)
Świętoszów;51.4738661,15.3929332;https://pl.wikipedia.org/wiki/Świętoszów
Šeštokai;54.3609278,23.4440652;
Šhepetovka;50.196639, 27.065972;https://pl.wikipedia.org/wiki/Szepetówka_(stacja_kolejowa)
Šiauliai;55.9340823,23.3157775;https://lt.wikipedia.org/wiki/Šiauliai
Šilenai;55.863611, 23.414167;https://pl.wikipedia.org/wiki/Šilėnai_(stacja_kolejowa)
Štity;49.9701829,16.7547481;
Šumperk;49.9655521,16.9705651;https://cs.wikipedia.org/wiki/Šumperk
Żabinka;52.204167, 24.017222;https://pl.wikipedia.org/wiki/Żabinka_(stacja_kolejowa)
Żagań;51.6148068,15.3203721;https://pl.wikipedia.org/wiki/Żagań
Żary;51.6385162,15.1422487;https://pl.wikipedia.org/wiki/Żary
Żelazków;51.851111, 18.180556;https://pl.wikipedia.org/wiki/Żelazków_(stacja_kolejowa)
Żelkowo;54.5905956,17.2096333;https://pl.wikipedia.org/wiki/Żelkowo
Żelmowo;53.6495376,15.3690518;https://pl.wikipedia.org/wiki/Żelmowo
Żmigród;51.475000, 16.901667;https://pl.wikipedia.org/wiki/Żmigród_(stacja_kolejowa)
Żnin;52.849722, 17.733611;https://pl.wikipedia.org/wiki/Żnin_(stacja_kolejowa)
Żnin Wąskotorowy;52.848333, 17.735556;https://pl.wikipedia.org/wiki/Żnin_Potockiego
Żory;50.0454961,18.6943479;https://pl.wikipedia.org/wiki/Żory
Żukowo Zachodnie;54.3324874,18.3477467;https://pl.wikipedia.org/wiki/Żukowo_Zachodnie
Żurawica;49.819722, 22.824444;https://pl.wikipedia.org/wiki/Żurawica_(stacja_kolejowa)
Żuławki Północne;54.282778, 18.967778;https://pl.wikipedia.org/wiki/Żuławki_Północne
Żyrardów;52.052500, 20.449167;https://pl.wikipedia.org/wiki/Żyrardów_(stacja_kolejowa)
Żytkiejmy;54.3530476,22.6970048;https://pl.wikipedia.org/wiki/Żytkiejmy
Żywiec;49.6890338,19.2030500;https://pl.wikipedia.org/wiki/Żywiec
Żółkiew;50.049444, 23.967500;https://pl.wikipedia.org/wiki/Żółkiew_(stacja_kolejowa)
Žacléř;50.6586423,15.9078109;https://cs.wikipedia.org/wiki/Žacléř
Železny Brod;50.6430652,15.2539851;https://cs.wikipedia.org/wiki/Železný_Brod
Žilina;49.2234674,18.7393139;https://sk.wikipedia.org/wiki/Žilina
Žmerinka;49.0110400,28.0995900;https://uk.wikipedia.org/wiki/Мала_Жмеринка
